Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n120-mu5,1,Leiden,0.005,0.2858,0.1554
lfr-n120-mu5,2,Leiden-LPA-v1,0.0018,0.0601,0.1464
lfr-n120-mu5,2,Leiden,0.005,0.2855,0.1928
lfr-n120-mu5,3,Leiden-LPA-v1,0.002,0.0548,0.1763
lfr-n120-mu5,3,Leiden,0.0049,0.2929,0.1926
lfr-n120-mu5,4,Leiden-LPA-v1,0.0017,0.1992,0.1581
lfr-n120-mu5,4,Leiden,0.0046,0.2899,0.186
lfr-n120-mu5,5,Leiden-LPA-v1,0.0028,0.2231,0.1232
lfr-n120-mu5,5,Leiden,0.0042,0.2938,0.1798
lfr-n120-mu5,6,Leiden-LPA-v1,0.0021,0.2275,0.1525
lfr-n120-mu5,6,Leiden,0.0046,0.2859,0.1878
lfr-n120-mu5,7,Leiden-LPA-v1,0.0019,0.0738,0.135
lfr-n120-mu5,7,Leiden,0.0047,0.2902,0.2111
lfr-n120-mu5,8,Leiden-LPA-v1,0.0018,0.0818,0.1666
lfr-n120-mu5,8,Leiden,0.0042,0.2901,0.1872
lfr-n120-mu5,9,Leiden-LPA-v1,0.0018,0.051,0.117
lfr-n120-mu5,9,Leiden,0.0041,0.2837,0.2096
lfr-n500-mu1,0,Leiden-LPA-v1,0.0068,0.4255,0.7265
lfr-n500-mu1,0,Leiden,0.0172,0.5335,0.9628
lfr-n500-mu1,1,Leiden-LPA-v1,0.0115,0.4339,0.7459
lfr-n500-mu1,1,Leiden,0.0182,0.5335,0.9628
lfr-n500-mu1,2,Leiden-LPA-v1,0.0069,0.4438,0.7546
lfr-n500-mu1,2,Leiden,0.0169,0.5335,0.9628
lfr-n500-mu1,3,Leiden-LPA-v1,0.008,0.4213,0.721
lfr-n500-mu1,3,Leiden,0.0178,0.5335,0.9628
lfr-n500-mu1,4,Leiden-LPA-v1,0.007,0.4338,0.7411
lfr-n500-mu1,4,Leiden,0.0174,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v1,0.0073,0.4306,0.7258
lfr-n500-mu1,5,Leiden,0.0192,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v1,0.0089,0.4272,0.7375
lfr-n500-mu1,6,Leiden,0.0166,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v1,0.0067,0.4266,0.7453
lfr-n500-mu1,7,Leiden,0.0176,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v1,0.0078,0.4383,0.7443
lfr-n500-mu1,8,Leiden,0.0171,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v1,0.0078,0.433,0.7377
lfr-n500-mu1,9,Leiden,0.0176,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v1,0.0092,0.1697,0.3105
lfr-n500-mu3,0,Leiden,0.0207,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v1,0.0115,0.2048,0.3907
lfr-n500-mu3,1,Leiden,0.0201,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v1,0.0102,0.1846,0.3295
lfr-n500-mu3,2,Leiden,0.0203,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v1,0.0089,0.2848,0.4183
lfr-n500-mu3,3,Leiden,0.02,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v1,0.008,0.2774,0.3986
lfr-n500-mu3,4,Leiden,0.0205,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v1,0.01,0.2767,0.4269
lfr-n500-mu3,5,Leiden,0.0256,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v1,0.0118,0.2125,0.3783
lfr-n500-mu3,6,Leiden,0.0289,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v1,0.0126,0.1925,0.3768
lfr-n500-mu3,7,Leiden,0.0196,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v1,0.0102,0.1894,0.3668
lfr-n500-mu3,8,Leiden,0.0195,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v1,0.0104,0.2837,0.4526
lfr-n500-mu3,9,Leiden,0.0206,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v1,0.0107,0.2403,0.2113
lfr-n500-mu5,0,Leiden,0.0246,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v1,0.012,0.2129,0.2106
lfr-n500-mu5,1,Leiden,0.0237,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v1,0.0121,0.0789,0.1647
lfr-n500-mu5,2,Leiden,0.025,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v1,0.0105,0.2699,0.2035
lfr-n500-mu5,3,Leiden,0.0246,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v1,0.0089,0.2583,0.2264
lfr-n500-mu5,4,Leiden,0.0277,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v1,0.0082,0.2593,0.1657
lfr-n500-mu5,5,Leiden,0.0225,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v1,0.0079,0.2708,0.1925
lfr-n500-mu5,6,Leiden,0.0244,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v1,0.0096,0.236,0.198
lfr-n500-mu5,7,Leiden,0.0249,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v1,0.0088,0.2693,0.2417
lfr-n500-mu5,8,Leiden,0.0251,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v1,0.008,0.2517,0.245
lfr-n500-mu5,9,Leiden,0.0254,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v1,0.068,0.783,0.9098
lfr-n5000-mu1,0,Leiden,0.1906,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v1,0.0798,0.7811,0.9025
lfr-n5000-mu1,1,Leiden,0.1953,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v1,0.0743,0.7812,0.9003
lfr-n5000-mu1,2,Leiden,0.1887,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v1,0.0721,0.7807,0.8988
lfr-n5000-mu1,3,Leiden,0.1947,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v1,0.0698,0.783,0.9105
lfr-n5000-mu1,4,Leiden,0.1922,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v1,0.0691,0.7818,0.9048
lfr-n5000-mu1,5,Leiden,0.1882,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v1,0.0692,0.7802,0.895
lfr-n5000-mu1,6,Leiden,0.1827,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v1,0.0689,0.7806,0.8978
lfr-n5000-mu1,7,Leiden,0.1908,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v1,0.073,0.7807,0.9008
lfr-n5000-mu1,8,Leiden,0.1886,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v1,0.072,0.7829,0.9077
lfr-n5000-mu1,9,Leiden,0.1897,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v1,0.1013,0.5328,0.8209
lfr-n5000-mu3,0,Leiden,0.2495,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v1,0.0981,0.5331,0.8061
lfr-n5000-mu3,1,Leiden,0.2379,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v1,0.107,0.5356,0.8107
lfr-n5000-mu3,2,Leiden,0.2463,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v1,0.1293,0.5336,0.818
lfr-n5000-mu3,3,Leiden,0.2573,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v1,0.0983,0.5351,0.8214
lfr-n5000-mu3,4,Leiden,0.2455,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v1,0.0964,0.5322,0.8056
lfr-n5000-mu3,5,Leiden,0.2512,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v1,0.1065,0.5295,0.8066
lfr-n5000-mu3,6,Leiden,0.2476,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v1,0.0985,0.5347,0.8144
lfr-n5000-mu3,7,Leiden,0.2445,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v1,0.0988,0.5335,0.8141
lfr-n5000-mu3,8,Leiden,0.2412,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v1,0.0894,0.532,0.803
lfr-n5000-mu3,9,Leiden,0.2492,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v1,0.1066,0.3004,0.2736
lfr-n5000-mu5,0,Leiden,0.3212,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v1,0.1358,0.3026,0.2683
lfr-n5000-mu5,1,Leiden,0.3286,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v1,0.1291,0.3036,0.2668
lfr-n5000-mu5,2,Leiden,0.326,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v1,0.1506,0.3007,0.292
lfr-n5000-mu5,3,Leiden,0.3153,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v1,0.115,0.2997,0.2615
lfr-n5000-mu5,4,Leiden,0.3139,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v1,0.1077,0.301,0.2697
lfr-n5000-mu5,5,Leiden,0.3209,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v1,0.1176,0.2994,0.2685
lfr-n5000-mu5,6,Leiden,0.3215,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v1,0.1159,0.3026,0.28
lfr-n5000-mu5,7,Leiden,0.3341,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v1,0.1165,0.2996,0.2694
lfr-n5000-mu5,8,Leiden,0.3433,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v1,0.1369,0.2966,0.2665
lfr-n5000-mu5,9,Leiden,-2.0427,0.3309,0.342
