Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n1000-mu3,9,Leiden-LPA-v6,0.0112,0.4563,0.5562
lfr-n1000-mu3,9,Leiden,0.0337,0.5651,0.8916
lfr-n1000-mu5,0,Leiden-LPA-v6,0.0147,0.2531,0.2998
lfr-n1000-mu5,0,Leiden,0.0486,0.3352,0.4069
lfr-n1000-mu5,1,Leiden-LPA-v6,0.0152,0.2515,0.2732
lfr-n1000-mu5,1,Leiden,0.0543,0.3282,0.3919
lfr-n1000-mu5,2,Leiden-LPA-v6,0.0153,0.2497,0.2813
lfr-n1000-mu5,2,Leiden,0.0657,0.3271,0.3818
lfr-n1000-mu5,3,Leiden-LPA-v6,0.0149,0.2567,0.3134
lfr-n1000-mu5,3,Leiden,0.0515,0.332,0.4106
lfr-n1000-mu5,4,Leiden-LPA-v6,0.0146,0.2516,0.2927
lfr-n1000-mu5,4,Leiden,0.0501,0.3278,0.3838
lfr-n1000-mu5,5,Leiden-LPA-v6,0.0162,0.2527,0.2777
lfr-n1000-mu5,5,Leiden,0.0528,0.3292,0.3841
lfr-n1000-mu5,6,Leiden-LPA-v6,0.0166,0.2542,0.2742
lfr-n1000-mu5,6,Leiden,0.0566,0.3248,0.3743
lfr-n1000-mu5,7,Leiden-LPA-v6,0.015,0.2541,0.2844
lfr-n1000-mu5,7,Leiden,0.0506,0.3343,0.4077
lfr-n1000-mu5,8,Leiden-LPA-v6,0.015,0.2531,0.2908
lfr-n1000-mu5,8,Leiden,0.0554,0.318,0.3224
lfr-n1000-mu5,9,Leiden-LPA-v6,0.0164,0.2488,0.2929
lfr-n1000-mu5,9,Leiden,0.0532,0.3334,0.3696
lfr-n10000-mu1,0,Leiden-LPA-v6,0.1654,0.7508,0.8923
lfr-n10000-mu1,0,Leiden,0.4653,0.7823,0.9852
lfr-n10000-mu1,1,Leiden-LPA-v6,0.1641,0.7503,0.8879
lfr-n10000-mu1,1,Leiden,0.4975,0.7823,0.985
lfr-n10000-mu1,2,Leiden-LPA-v6,0.149,0.7503,0.8882
lfr-n10000-mu1,2,Leiden,0.5077,0.7823,0.9841
lfr-n10000-mu1,3,Leiden-LPA-v6,0.168,0.7503,0.889
lfr-n10000-mu1,3,Leiden,0.4804,0.7823,0.9842
lfr-n10000-mu1,4,Leiden-LPA-v6,0.1502,0.7504,0.8919
lfr-n10000-mu1,4,Leiden,0.4582,0.7823,0.9866
lfr-n10000-mu1,5,Leiden-LPA-v6,0.1584,0.7508,0.8923
lfr-n10000-mu1,5,Leiden,0.4931,0.7823,0.9844
lfr-n10000-mu1,6,Leiden-LPA-v6,0.153,0.7506,0.8921
lfr-n10000-mu1,6,Leiden,0.4694,0.7823,0.9854
lfr-n10000-mu1,7,Leiden-LPA-v6,0.1451,0.7504,0.892
lfr-n10000-mu1,7,Leiden,0.4708,0.7823,0.9853
lfr-n10000-mu1,8,Leiden-LPA-v6,0.144,0.7509,0.8923
lfr-n10000-mu1,8,Leiden,0.457,0.7823,0.9835
lfr-n10000-mu1,9,Leiden-LPA-v6,0.1448,0.7504,0.8882
lfr-n10000-mu1,9,Leiden,0.4797,0.7823,0.9844
lfr-n10000-mu3,0,Leiden-LPA-v6,0.1576,0.5105,0.6166
lfr-n10000-mu3,0,Leiden,0.5263,0.6074,0.8944
lfr-n10000-mu3,1,Leiden-LPA-v6,0.168,0.5066,0.5941
lfr-n10000-mu3,1,Leiden,0.5548,0.6081,0.9061
lfr-n10000-mu3,2,Leiden-LPA-v6,0.1788,0.5115,0.6125
lfr-n10000-mu3,2,Leiden,0.5672,0.6085,0.9067
lfr-n10000-mu3,3,Leiden-LPA-v6,0.1748,0.511,0.6055
lfr-n10000-mu3,3,Leiden,0.5447,0.6081,0.9026
lfr-n10000-mu3,4,Leiden-LPA-v6,0.186,0.5114,0.6106
lfr-n10000-mu3,4,Leiden,0.5317,0.6082,0.8968
lfr-n10000-mu3,5,Leiden-LPA-v6,0.184,0.5046,0.5979
lfr-n10000-mu3,5,Leiden,0.5264,0.6082,0.9043
lfr-n10000-mu3,6,Leiden-LPA-v6,0.1736,0.5098,0.6086
lfr-n10000-mu3,6,Leiden,0.537,0.6084,0.9051
lfr-n10000-mu3,7,Leiden-LPA-v6,0.1615,0.5089,0.6134
lfr-n10000-mu3,7,Leiden,0.5254,0.6081,0.9038
lfr-n10000-mu3,8,Leiden-LPA-v6,0.1718,0.5069,0.6066
lfr-n10000-mu3,8,Leiden,0.5247,0.6083,0.9077
lfr-n10000-mu3,9,Leiden-LPA-v6,0.1784,0.5119,0.6246
lfr-n10000-mu3,9,Leiden,0.5456,0.6082,0.9012
lfr-n10000-mu5,0,Leiden-LPA-v6,0.2273,0.2506,0.2582
lfr-n10000-mu5,0,Leiden,0.7855,0.3248,0.2927
lfr-n10000-mu5,1,Leiden-LPA-v6,0.2461,0.2494,0.2621
lfr-n10000-mu5,1,Leiden,0.7515,0.3191,0.2601
lfr-n10000-mu5,2,Leiden-LPA-v6,0.2285,0.2528,0.264
lfr-n10000-mu5,2,Leiden,0.7335,0.3286,0.3191
lfr-n10000-mu5,3,Leiden-LPA-v6,0.3352,0.25,0.2513
lfr-n10000-mu5,3,Leiden,0.7381,0.3177,0.2716
lfr-n10000-mu5,4,Leiden-LPA-v6,0.2167,0.245,0.2382
lfr-n10000-mu5,4,Leiden,0.752,0.3324,0.3437
lfr-n10000-mu5,5,Leiden-LPA-v6,0.2145,0.2483,0.2645
lfr-n10000-mu5,5,Leiden,0.7822,0.3235,0.2772
lfr-n10000-mu5,6,Leiden-LPA-v6,0.2233,0.25,0.2641
lfr-n10000-mu5,6,Leiden,0.7237,0.3248,0.2972
lfr-n10000-mu5,7,Leiden-LPA-v6,0.195,0.2448,0.251
lfr-n10000-mu5,7,Leiden,0.7237,0.3279,0.3075
lfr-n10000-mu5,8,Leiden-LPA-v6,0.1971,0.2492,0.2561
lfr-n10000-mu5,8,Leiden,0.7168,0.3294,0.3106
lfr-n10000-mu5,9,Leiden-LPA-v6,0.2199,0.2485,0.2458
lfr-n10000-mu5,9,Leiden,-1.6449,0.3266,0.3094
lfr-n120-mu1,0,Leiden-LPA-v6,0.0017,0.0269,0.1192
lfr-n120-mu1,0,Leiden,0.005,0.2492,0.1857
lfr-n120-mu1,1,Leiden-LPA-v6,0.0015,0.029,0.1141
lfr-n120-mu1,1,Leiden,0.005,0.2472,0.1493
lfr-n120-mu1,2,Leiden-LPA-v6,0.0016,0.0269,0.1192
lfr-n120-mu1,2,Leiden,0.0047,0.2556,0.1658
lfr-n120-mu1,3,Leiden-LPA-v6,0.0014,0.029,0.1141
lfr-n120-mu1,3,Leiden,0.0048,0.2562,0.1872
lfr-n120-mu1,4,Leiden-LPA-v6,0.0016,0.0258,0.1011
lfr-n120-mu1,4,Leiden,0.0044,0.2461,0.1923
lfr-n120-mu1,5,Leiden-LPA-v6,0.0014,0.0269,0.1192
lfr-n120-mu1,5,Leiden,0.0049,0.2424,0.1606
lfr-n120-mu1,6,Leiden-LPA-v6,0.0015,0.0261,0.1023
lfr-n120-mu1,6,Leiden,0.0046,0.2528,0.1555
lfr-n120-mu1,7,Leiden-LPA-v6,0.0013,0.0269,0.1192
lfr-n120-mu1,7,Leiden,0.0051,0.2521,0.1552
lfr-n120-mu1,8,Leiden-LPA-v6,0.0016,0.0261,0.1036
lfr-n120-mu1,8,Leiden,0.0049,0.2381,0.1912
lfr-n120-mu1,9,Leiden-LPA-v6,0.0013,0.0269,0.1192
lfr-n120-mu1,9,Leiden,0.0046,0.2495,0.1607
lfr-n120-mu3,0,Leiden-LPA-v6,0.0016,0.297,0.4801
lfr-n120-mu3,0,Leiden,0.0035,0.4756,0.842
lfr-n120-mu3,1,Leiden-LPA-v6,0.0017,0.297,0.4801
lfr-n120-mu3,1,Leiden,0.0034,0.4754,0.8717
lfr-n120-mu3,2,Leiden-LPA-v6,0.0019,0.297,0.4801
lfr-n120-mu3,2,Leiden,0.0035,0.4767,0.8455
lfr-n120-mu3,3,Leiden-LPA-v6,0.0018,0.297,0.4801
lfr-n120-mu3,3,Leiden,0.0036,0.4756,0.842
lfr-n120-mu3,4,Leiden-LPA-v6,0.0015,0.3455,0.5754
lfr-n120-mu3,4,Leiden,0.0035,0.4756,0.842
lfr-n120-mu3,5,Leiden-LPA-v6,0.0017,0.297,0.4801
lfr-n120-mu3,5,Leiden,0.0035,0.4767,0.8455
lfr-n120-mu3,6,Leiden-LPA-v6,0.0017,0.297,0.4801
lfr-n120-mu3,6,Leiden,0.0034,0.4756,0.842
lfr-n120-mu3,7,Leiden-LPA-v6,0.0017,0.297,0.4801
lfr-n120-mu3,7,Leiden,0.0034,0.4757,0.8663
lfr-n120-mu3,8,Leiden-LPA-v6,0.0016,0.297,0.4801
lfr-n120-mu3,8,Leiden,0.0036,0.4756,0.842
lfr-n120-mu3,9,Leiden-LPA-v6,0.0016,0.297,0.4801
lfr-n120-mu3,9,Leiden,0.0035,0.4757,0.8663
lfr-n120-mu5,0,Leiden-LPA-v6,0.0014,0.1024,0.1739
lfr-n120-mu5,0,Leiden,0.0044,0.282,0.2132
lfr-n120-mu5,1,Leiden-LPA-v6,0.0015,0.1383,0.1988
lfr-n120-mu5,1,Leiden,0.0043,0.2858,0.1554
lfr-n120-mu5,2,Leiden-LPA-v6,0.0014,0.1187,0.1113
lfr-n120-mu5,2,Leiden,0.0047,0.2855,0.1928
lfr-n120-mu5,3,Leiden-LPA-v6,0.0015,0.124,0.2023
lfr-n120-mu5,3,Leiden,0.005,0.2929,0.1926
lfr-n120-mu5,4,Leiden-LPA-v6,0.0014,0.1247,0.1072
lfr-n120-mu5,4,Leiden,0.0043,0.2899,0.186
lfr-n120-mu5,5,Leiden-LPA-v6,0.0014,0.1195,0.1504
lfr-n120-mu5,5,Leiden,0.004,0.2938,0.1798
lfr-n120-mu5,6,Leiden-LPA-v6,0.0017,0.1103,0.1434
lfr-n120-mu5,6,Leiden,0.0042,0.2859,0.1878
lfr-n120-mu5,7,Leiden-LPA-v6,0.0014,0.1025,0.1337
lfr-n120-mu5,7,Leiden,0.0044,0.2902,0.2111
lfr-n120-mu5,8,Leiden-LPA-v6,0.0014,0.1309,0.1239
lfr-n120-mu5,8,Leiden,0.0043,0.2901,0.1872
lfr-n120-mu5,9,Leiden-LPA-v6,0.0016,0.1117,0.1498
lfr-n120-mu5,9,Leiden,0.0044,0.2837,0.2096
lfr-n500-mu1,0,Leiden-LPA-v6,0.0066,0.3805,0.563
lfr-n500-mu1,0,Leiden,0.0185,0.5335,0.9628
lfr-n500-mu1,1,Leiden-LPA-v6,0.0071,0.3885,0.5701
lfr-n500-mu1,1,Leiden,0.0178,0.5335,0.9628
lfr-n500-mu1,2,Leiden-LPA-v6,0.0075,0.3835,0.5723
lfr-n500-mu1,2,Leiden,0.0158,0.5335,0.9628
lfr-n500-mu1,3,Leiden-LPA-v6,0.0066,0.3805,0.563
lfr-n500-mu1,3,Leiden,0.0169,0.5335,0.9628
lfr-n500-mu1,4,Leiden-LPA-v6,0.007,0.3754,0.5758
lfr-n500-mu1,4,Leiden,0.0159,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v6,0.0065,0.3747,0.5755
lfr-n500-mu1,5,Leiden,0.0181,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v6,0.0066,0.3882,0.5775
lfr-n500-mu1,6,Leiden,0.0161,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v6,0.0068,0.3836,0.5828
lfr-n500-mu1,7,Leiden,0.0173,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v6,0.0066,0.3757,0.5808
lfr-n500-mu1,8,Leiden,0.0167,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v6,0.0066,0.3814,0.57
lfr-n500-mu1,9,Leiden,0.0176,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v6,0.0069,0.1639,0.2926
lfr-n500-mu3,0,Leiden,0.0204,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v6,0.0067,0.2034,0.3033
lfr-n500-mu3,1,Leiden,0.0196,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v6,0.0064,0.1855,0.3185
lfr-n500-mu3,2,Leiden,0.02,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v6,0.0064,0.1944,0.3336
lfr-n500-mu3,3,Leiden,0.0199,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v6,0.0069,0.1895,0.2835
lfr-n500-mu3,4,Leiden,0.0195,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v6,0.007,0.223,0.325
lfr-n500-mu3,5,Leiden,0.0204,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v6,0.007,0.2082,0.3524
lfr-n500-mu3,6,Leiden,0.0206,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v6,0.007,0.1719,0.299
lfr-n500-mu3,7,Leiden,0.0188,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v6,0.0072,0.1574,0.2835
lfr-n500-mu3,8,Leiden,0.0193,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v6,0.007,0.2023,0.3445
lfr-n500-mu3,9,Leiden,0.0204,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v6,0.0069,0.22,0.2645
lfr-n500-mu5,0,Leiden,0.0247,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v6,0.0066,0.2265,0.2199
lfr-n500-mu5,1,Leiden,0.0237,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v6,0.007,0.2153,0.2109
lfr-n500-mu5,2,Leiden,0.0248,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v6,0.0067,0.235,0.2809
lfr-n500-mu5,3,Leiden,0.0251,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v6,0.0066,0.2274,0.2615
lfr-n500-mu5,4,Leiden,0.0279,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v6,0.007,0.2122,0.2352
lfr-n500-mu5,5,Leiden,0.025,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v6,0.0074,0.2182,0.222
lfr-n500-mu5,6,Leiden,0.025,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v6,0.007,0.2234,0.2344
lfr-n500-mu5,7,Leiden,0.0282,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v6,0.0066,0.2243,0.228
lfr-n500-mu5,8,Leiden,0.0252,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v6,0.0068,0.2136,0.2345
lfr-n500-mu5,9,Leiden,0.0255,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v6,0.0627,0.764,0.8643
lfr-n5000-mu1,0,Leiden,0.1904,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v6,0.0635,0.7647,0.8704
lfr-n5000-mu1,1,Leiden,0.1906,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v6,0.0645,0.7653,0.8739
lfr-n5000-mu1,2,Leiden,0.1833,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v6,0.0661,0.7653,0.8739
lfr-n5000-mu1,3,Leiden,0.1976,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v6,0.0656,0.7649,0.8721
lfr-n5000-mu1,4,Leiden,0.191,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v6,0.0629,0.7655,0.8735
lfr-n5000-mu1,5,Leiden,0.1907,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v6,0.0666,0.7651,0.8695
lfr-n5000-mu1,6,Leiden,0.1861,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v6,0.0661,0.7668,0.88
lfr-n5000-mu1,7,Leiden,0.1892,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v6,0.0673,0.7668,0.88
lfr-n5000-mu1,8,Leiden,0.1948,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v6,0.0676,0.7658,0.874
lfr-n5000-mu1,9,Leiden,0.1886,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v6,0.0878,0.4828,0.6764
lfr-n5000-mu3,0,Leiden,0.2576,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v6,0.0771,0.4811,0.6674
lfr-n5000-mu3,1,Leiden,0.2516,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v6,0.0832,0.4808,0.6637
lfr-n5000-mu3,2,Leiden,0.2467,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v6,0.0836,0.4821,0.6736
lfr-n5000-mu3,3,Leiden,0.258,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v6,0.0758,0.4814,0.6651
lfr-n5000-mu3,4,Leiden,0.2503,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v6,0.0848,0.4878,0.6875
lfr-n5000-mu3,5,Leiden,0.2577,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v6,0.1033,0.4777,0.6613
lfr-n5000-mu3,6,Leiden,0.2502,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v6,0.0863,0.4792,0.6587
lfr-n5000-mu3,7,Leiden,0.2551,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v6,0.0761,0.481,0.6612
lfr-n5000-mu3,8,Leiden,0.2413,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v6,0.0861,0.4799,0.6535
lfr-n5000-mu3,9,Leiden,0.2591,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v6,0.0906,0.2555,0.2657
lfr-n5000-mu5,0,Leiden,0.3242,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v6,0.0921,0.262,0.2935
lfr-n5000-mu5,1,Leiden,0.3129,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v6,0.09,0.2599,0.2792
lfr-n5000-mu5,2,Leiden,0.323,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v6,0.0884,0.259,0.2898
lfr-n5000-mu5,3,Leiden,0.3096,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v6,0.0977,0.2588,0.2664
lfr-n5000-mu5,4,Leiden,0.3176,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v6,0.088,0.2598,0.2893
lfr-n5000-mu5,5,Leiden,0.3169,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v6,0.0898,0.2608,0.2787
lfr-n5000-mu5,6,Leiden,0.3243,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v6,0.0916,0.2617,0.282
lfr-n5000-mu5,7,Leiden,0.3427,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v6,0.095,0.2552,0.2709
lfr-n5000-mu5,8,Leiden,0.3491,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v6,0.0863,0.2604,0.2761
lfr-n5000-mu5,9,Leiden,0.3201,0.3309,0.342
