Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n500-mu1,4,Leiden-LPA-v7,0.0085,0.4236,0.6128
lfr-n500-mu1,4,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v7,0.0094,0.4175,0.6028
lfr-n500-mu1,5,Leiden,0.0164,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v7,0.0089,0.4175,0.6028
lfr-n500-mu1,6,Leiden,0.0141,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v7,0.0086,0.4186,0.5953
lfr-n500-mu1,7,Leiden,0.015,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v7,0.0085,0.4175,0.6028
lfr-n500-mu1,8,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v7,0.0084,0.4175,0.6028
lfr-n500-mu1,9,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v7,0.0134,0.0967,0.2588
lfr-n500-mu3,0,Leiden,0.0182,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v7,0.0098,0.0936,0.2525
lfr-n500-mu3,1,Leiden,0.0182,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v7,0.0124,0.0864,0.2354
lfr-n500-mu3,2,Leiden,0.0206,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v7,0.0108,0.1165,0.2775
lfr-n500-mu3,3,Leiden,0.0188,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v7,0.0105,0.1006,0.2343
lfr-n500-mu3,4,Leiden,0.0184,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v7,0.0112,0.0913,0.2454
lfr-n500-mu3,5,Leiden,0.019,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v7,0.0105,0.113,0.28
lfr-n500-mu3,6,Leiden,0.0179,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v7,0.0108,0.0989,0.2539
lfr-n500-mu3,7,Leiden,0.0173,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v7,0.0102,0.097,0.2445
lfr-n500-mu3,8,Leiden,0.0171,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v7,0.0105,0.0879,0.2379
lfr-n500-mu3,9,Leiden,0.0181,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v7,0.0113,0.2153,0.2494
lfr-n500-mu5,0,Leiden,0.0227,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v7,0.0098,0.2244,0.2333
lfr-n500-mu5,1,Leiden,0.0208,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v7,0.0102,0.1986,0.1796
lfr-n500-mu5,2,Leiden,0.022,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v7,0.0103,0.1956,0.2344
lfr-n500-mu5,3,Leiden,0.023,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v7,0.01,0.2131,0.2306
lfr-n500-mu5,4,Leiden,0.0249,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v7,0.0088,0.2111,0.2396
lfr-n500-mu5,5,Leiden,0.0214,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v7,0.009,0.2006,0.2196
lfr-n500-mu5,6,Leiden,0.0216,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v7,0.0096,0.2011,0.242
lfr-n500-mu5,7,Leiden,0.0223,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v7,0.0106,0.1971,0.2414
lfr-n500-mu5,8,Leiden,0.0228,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v7,0.011,0.2174,0.2109
lfr-n500-mu5,9,Leiden,0.0235,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v7,0.1321,0.7682,0.8891
lfr-n5000-mu1,0,Leiden,0.1682,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v7,0.1853,0.7694,0.8879
lfr-n5000-mu1,1,Leiden,0.1841,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v7,0.1064,0.7678,0.8809
lfr-n5000-mu1,2,Leiden,0.1814,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v7,0.1295,0.7674,0.8837
lfr-n5000-mu1,3,Leiden,0.1824,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v7,0.1029,0.77,0.8914
lfr-n5000-mu1,4,Leiden,0.1742,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v7,0.0981,0.7697,0.8914
lfr-n5000-mu1,5,Leiden,0.1768,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v7,0.1121,0.7675,0.8869
lfr-n5000-mu1,6,Leiden,0.1681,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v7,0.0938,0.7695,0.8912
lfr-n5000-mu1,7,Leiden,0.1713,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v7,0.0929,0.7692,0.8906
lfr-n5000-mu1,8,Leiden,0.1666,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v7,0.0954,0.7698,0.8909
lfr-n5000-mu1,9,Leiden,0.1684,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v7,0.1288,0.4751,0.6555
lfr-n5000-mu3,0,Leiden,0.2272,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v7,0.1189,0.4742,0.657
lfr-n5000-mu3,1,Leiden,0.2158,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v7,0.1282,0.4767,0.6714
lfr-n5000-mu3,2,Leiden,0.2232,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v7,0.1207,0.4758,0.6682
lfr-n5000-mu3,3,Leiden,0.2332,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v7,0.1152,0.4761,0.6728
lfr-n5000-mu3,4,Leiden,0.221,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v7,0.1335,0.4769,0.6675
lfr-n5000-mu3,5,Leiden,0.2277,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v7,0.1172,0.4792,0.6752
lfr-n5000-mu3,6,Leiden,0.234,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v7,0.1148,0.4784,0.6722
lfr-n5000-mu3,7,Leiden,0.2253,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v7,0.1675,0.4732,0.6673
lfr-n5000-mu3,8,Leiden,0.2203,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v7,0.1153,0.4758,0.6601
lfr-n5000-mu3,9,Leiden,0.2306,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v7,0.1577,0.2487,0.2673
lfr-n5000-mu5,0,Leiden,0.2855,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v7,0.1254,0.2509,0.2782
lfr-n5000-mu5,1,Leiden,0.2804,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v7,0.1243,0.248,0.273
lfr-n5000-mu5,2,Leiden,0.2907,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v7,0.1359,0.2534,0.2766
lfr-n5000-mu5,3,Leiden,0.2769,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v7,0.1376,0.2501,0.2844
lfr-n5000-mu5,4,Leiden,0.2784,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v7,0.1267,0.2483,0.2805
lfr-n5000-mu5,5,Leiden,0.2844,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v7,0.1327,0.2494,0.2764
lfr-n5000-mu5,6,Leiden,0.2883,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v7,0.1422,0.25,0.2744
lfr-n5000-mu5,7,Leiden,0.2978,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v7,0.1279,0.2511,0.2867
lfr-n5000-mu5,8,Leiden,0.3103,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v7,0.1283,0.2519,0.2814
lfr-n5000-mu5,9,Leiden,0.276,0.3309,0.342
