Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n1000-mu5,9,Leiden-LPA-coreratio_1.0,0.0515,0.3334,0.3696
lfr-n10000-mu1,0,Leiden-LPA-coreratio_0.2,0.1749,0.7734,0.9354
lfr-n10000-mu1,1,Leiden-LPA-coreratio_0.2,0.1775,0.773,0.9329
lfr-n10000-mu1,2,Leiden-LPA-coreratio_0.2,0.1784,0.7737,0.9358
lfr-n10000-mu1,3,Leiden-LPA-coreratio_0.2,0.1784,0.7725,0.9329
lfr-n10000-mu1,4,Leiden-LPA-coreratio_0.2,0.1744,0.7735,0.9355
lfr-n10000-mu1,5,Leiden-LPA-coreratio_0.2,0.1758,0.7741,0.9397
lfr-n10000-mu1,6,Leiden-LPA-coreratio_0.2,0.1885,0.7741,0.9397
lfr-n10000-mu1,7,Leiden-LPA-coreratio_0.2,0.1815,0.7734,0.9354
lfr-n10000-mu1,8,Leiden-LPA-coreratio_0.2,0.1754,0.7741,0.9397
lfr-n10000-mu1,9,Leiden-LPA-coreratio_0.2,0.1798,0.7736,0.9395
lfr-n10000-mu1,0,Leiden-LPA-coreratio_0.4,0.2555,0.7808,0.9657
lfr-n10000-mu1,1,Leiden-LPA-coreratio_0.4,0.2566,0.7805,0.9611
lfr-n10000-mu1,2,Leiden-LPA-coreratio_0.4,0.3332,0.7802,0.963
lfr-n10000-mu1,3,Leiden-LPA-coreratio_0.4,0.2577,0.7808,0.9656
lfr-n10000-mu1,4,Leiden-LPA-coreratio_0.4,0.2845,0.7807,0.9642
lfr-n10000-mu1,5,Leiden-LPA-coreratio_0.4,0.2556,0.7806,0.962
lfr-n10000-mu1,6,Leiden-LPA-coreratio_0.4,0.2599,0.7806,0.9619
lfr-n10000-mu1,7,Leiden-LPA-coreratio_0.4,0.2572,0.7807,0.9642
lfr-n10000-mu1,8,Leiden-LPA-coreratio_0.4,0.2493,0.7805,0.9628
lfr-n10000-mu1,9,Leiden-LPA-coreratio_0.4,0.2483,0.7804,0.9616
lfr-n10000-mu1,0,Leiden-LPA-coreratio_0.6,0.3601,0.7817,0.9762
lfr-n10000-mu1,1,Leiden-LPA-coreratio_0.6,0.3501,0.7816,0.9755
lfr-n10000-mu1,2,Leiden-LPA-coreratio_0.6,0.436,0.7817,0.9766
lfr-n10000-mu1,3,Leiden-LPA-coreratio_0.6,0.3607,0.7816,0.9736
lfr-n10000-mu1,4,Leiden-LPA-coreratio_0.6,0.3525,0.7818,0.9779
lfr-n10000-mu1,5,Leiden-LPA-coreratio_0.6,0.3488,0.7818,0.9779
lfr-n10000-mu1,6,Leiden-LPA-coreratio_0.6,0.3475,0.7817,0.9771
lfr-n10000-mu1,7,Leiden-LPA-coreratio_0.6,0.34,0.7818,0.9781
lfr-n10000-mu1,8,Leiden-LPA-coreratio_0.6,0.3504,0.7818,0.9782
lfr-n10000-mu1,9,Leiden-LPA-coreratio_0.6,0.4392,0.7817,0.9762
lfr-n10000-mu1,0,Leiden-LPA-coreratio_0.8,0.491,0.7821,0.9818
