Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n1000-mu3,4,Leiden,0.0295,0.5663,0.894
lfr-n1000-mu3,5,Leiden-LPA-v10,0.0166,0.5248,0.7077
lfr-n1000-mu3,5,Leiden,0.0299,0.5664,0.8742
lfr-n1000-mu3,6,Leiden-LPA-v10,0.0166,0.5265,0.7111
lfr-n1000-mu3,6,Leiden,0.0301,0.5667,0.8742
lfr-n1000-mu3,7,Leiden-LPA-v10,0.0163,0.525,0.7217
lfr-n1000-mu3,7,Leiden,0.0305,0.5658,0.8953
lfr-n1000-mu3,8,Leiden-LPA-v10,0.0166,0.5192,0.6843
lfr-n1000-mu3,8,Leiden,0.0301,0.5653,0.8792
lfr-n1000-mu3,9,Leiden-LPA-v10,0.0171,0.5246,0.7049
lfr-n1000-mu3,9,Leiden,0.0305,0.5651,0.8916
lfr-n1000-mu5,0,Leiden-LPA-v10,0.0245,0.2974,0.3376
lfr-n1000-mu5,0,Leiden,0.0423,0.3352,0.4069
lfr-n1000-mu5,1,Leiden-LPA-v10,0.025,0.2973,0.3342
lfr-n1000-mu5,1,Leiden,0.0461,0.3282,0.3919
lfr-n1000-mu5,2,Leiden-LPA-v10,0.0228,0.2947,0.3446
lfr-n1000-mu5,2,Leiden,0.0423,0.3271,0.3818
lfr-n1000-mu5,3,Leiden-LPA-v10,0.0247,0.301,0.3425
lfr-n1000-mu5,3,Leiden,0.0438,0.332,0.4106
lfr-n1000-mu5,4,Leiden-LPA-v10,0.0233,0.3025,0.3705
lfr-n1000-mu5,4,Leiden,0.0423,0.3278,0.3838
lfr-n1000-mu5,5,Leiden-LPA-v10,0.0228,0.2918,0.2713
lfr-n1000-mu5,5,Leiden,0.0425,0.3292,0.3841
lfr-n1000-mu5,6,Leiden-LPA-v10,0.0239,0.2949,0.3303
lfr-n1000-mu5,6,Leiden,0.0483,0.3248,0.3743
lfr-n1000-mu5,7,Leiden-LPA-v10,0.0239,0.2958,0.372
lfr-n1000-mu5,7,Leiden,0.0433,0.3343,0.4077
lfr-n1000-mu5,8,Leiden-LPA-v10,0.0241,0.2982,0.3621
lfr-n1000-mu5,8,Leiden,0.05,0.318,0.3224
lfr-n1000-mu5,9,Leiden-LPA-v10,0.0243,0.2947,0.3369
lfr-n1000-mu5,9,Leiden,0.0443,0.3334,0.3696
lfr-n10000-mu1,0,Leiden-LPA-v10,0.2367,0.7805,0.9666
lfr-n10000-mu1,0,Leiden,0.4362,0.7823,0.9852
lfr-n10000-mu1,1,Leiden-LPA-v10,3.2374,0.7806,0.9657
lfr-n10000-mu1,1,Leiden,0.4371,0.7823,0.985
lfr-n10000-mu1,2,Leiden-LPA-v10,0.2547,0.7806,0.9673
lfr-n10000-mu1,2,Leiden,0.4369,0.7823,0.9841
lfr-n10000-mu1,3,Leiden-LPA-v10,0.2413,0.7802,0.9644
lfr-n10000-mu1,3,Leiden,0.4301,0.7823,0.9842
lfr-n10000-mu1,4,Leiden-LPA-v10,0.2496,0.7807,0.9688
lfr-n10000-mu1,4,Leiden,0.435,0.7823,0.9866
lfr-n10000-mu1,5,Leiden-LPA-v10,0.2408,0.7806,0.9667
lfr-n10000-mu1,5,Leiden,0.4262,0.7823,0.9844
lfr-n10000-mu1,6,Leiden-LPA-v10,0.2449,0.7807,0.9688
lfr-n10000-mu1,6,Leiden,0.4424,0.7823,0.9854
lfr-n10000-mu1,7,Leiden-LPA-v10,0.2388,0.7804,0.965
lfr-n10000-mu1,7,Leiden,0.4239,0.7823,0.9853
lfr-n10000-mu1,8,Leiden-LPA-v10,0.2466,0.7804,0.9652
lfr-n10000-mu1,8,Leiden,0.4308,0.7823,0.9835
lfr-n10000-mu1,9,Leiden-LPA-v10,0.2374,0.7802,0.9646
lfr-n10000-mu1,9,Leiden,0.4269,0.7823,0.9844
lfr-n10000-mu3,0,Leiden-LPA-v10,0.236,0.5745,0.7727
lfr-n10000-mu3,0,Leiden,0.4576,0.6074,0.8944
lfr-n10000-mu3,1,Leiden-LPA-v10,0.2414,0.5746,0.7735
lfr-n10000-mu3,1,Leiden,0.4837,0.6081,0.9061
lfr-n10000-mu3,2,Leiden-LPA-v10,0.2251,0.5723,0.7682
lfr-n10000-mu3,2,Leiden,0.4587,0.6085,0.9067
lfr-n10000-mu3,3,Leiden-LPA-v10,0.2278,0.5727,0.7678
lfr-n10000-mu3,3,Leiden,0.4526,0.6081,0.9026
lfr-n10000-mu3,4,Leiden-LPA-v10,0.2863,0.5742,0.7645
lfr-n10000-mu3,4,Leiden,0.4503,0.6082,0.8968
lfr-n10000-mu3,5,Leiden-LPA-v10,0.2294,0.5726,0.7536
lfr-n10000-mu3,5,Leiden,0.4423,0.6082,0.9043
lfr-n10000-mu3,6,Leiden-LPA-v10,0.2218,0.5738,0.7712
lfr-n10000-mu3,6,Leiden,0.4505,0.6084,0.9051
lfr-n10000-mu3,7,Leiden-LPA-v10,0.2292,0.5737,0.7739
lfr-n10000-mu3,7,Leiden,0.4642,0.6081,0.9038
lfr-n10000-mu3,8,Leiden-LPA-v10,0.272,0.5748,0.7652
lfr-n10000-mu3,8,Leiden,0.4438,0.6083,0.9077
lfr-n10000-mu3,9,Leiden-LPA-v10,0.2279,0.5734,0.7707
lfr-n10000-mu3,9,Leiden,0.4604,0.6082,0.9012
lfr-n10000-mu5,0,Leiden-LPA-v10,0.3142,0.2968,0.2976
lfr-n10000-mu5,0,Leiden,0.6167,0.3248,0.2927
lfr-n10000-mu5,1,Leiden-LPA-v10,0.3814,0.2888,0.2804
lfr-n10000-mu5,1,Leiden,0.6421,0.3191,0.2601
lfr-n10000-mu5,2,Leiden-LPA-v10,0.3108,0.3005,0.2944
lfr-n10000-mu5,2,Leiden,0.6204,0.3286,0.3191
lfr-n10000-mu5,3,Leiden-LPA-v10,0.3003,0.3,0.3347
lfr-n10000-mu5,3,Leiden,0.6258,0.3177,0.2716
lfr-n10000-mu5,4,Leiden-LPA-v10,0.3115,0.2971,0.2908
lfr-n10000-mu5,4,Leiden,0.6409,0.3324,0.3437
lfr-n10000-mu5,5,Leiden-LPA-v10,0.3153,0.2976,0.2938
lfr-n10000-mu5,5,Leiden,0.666,0.3235,0.2772
lfr-n10000-mu5,6,Leiden-LPA-v10,0.3113,0.2952,0.2812
lfr-n10000-mu5,6,Leiden,0.6229,0.3248,0.2972
lfr-n10000-mu5,7,Leiden-LPA-v10,0.3119,0.2925,0.28
lfr-n10000-mu5,7,Leiden,0.6268,0.3279,0.3075
lfr-n10000-mu5,8,Leiden-LPA-v10,0.3132,0.3021,0.2973
lfr-n10000-mu5,8,Leiden,0.6107,0.3294,0.3106
lfr-n10000-mu5,9,Leiden-LPA-v10,0.2988,0.3013,0.3073
lfr-n10000-mu5,9,Leiden,0.6307,0.3266,0.3094
lfr-n120-mu1,0,Leiden-LPA-v10,0.0028,0.2007,0.1601
lfr-n120-mu1,0,Leiden,0.0045,0.2492,0.1857
lfr-n120-mu1,1,Leiden-LPA-v10,0.0029,0.2105,0.2095
lfr-n120-mu1,1,Leiden,0.0043,0.2472,0.1493
lfr-n120-mu1,2,Leiden-LPA-v10,0.0028,0.1544,0.2033
lfr-n120-mu1,2,Leiden,0.0042,0.2556,0.1658
lfr-n120-mu1,3,Leiden-LPA-v10,0.0027,0.1713,0.1503
lfr-n120-mu1,3,Leiden,0.0042,0.2562,0.1872
lfr-n120-mu1,4,Leiden-LPA-v10,0.0027,0.2033,0.1956
lfr-n120-mu1,4,Leiden,0.0038,0.2461,0.1923
lfr-n120-mu1,5,Leiden-LPA-v10,0.0026,0.1981,0.2227
lfr-n120-mu1,5,Leiden,0.0043,0.2424,0.1606
lfr-n120-mu1,6,Leiden-LPA-v10,0.0029,0.191,0.1656
lfr-n120-mu1,6,Leiden,0.0041,0.2528,0.1555
lfr-n120-mu1,7,Leiden-LPA-v10,0.0027,0.1802,0.1174
lfr-n120-mu1,7,Leiden,0.0045,0.2521,0.1552
lfr-n120-mu1,8,Leiden-LPA-v10,0.0027,0.1893,0.2662
lfr-n120-mu1,8,Leiden,0.0042,0.2381,0.1912
lfr-n120-mu1,9,Leiden-LPA-v10,0.0027,0.1769,0.1791
lfr-n120-mu1,9,Leiden,0.004,0.2495,0.1607
lfr-n120-mu3,0,Leiden-LPA-v10,0.0025,0.3838,0.477
lfr-n120-mu3,0,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,1,Leiden-LPA-v10,0.0023,0.4205,0.6584
lfr-n120-mu3,1,Leiden,0.0029,0.4754,0.8717
lfr-n120-mu3,2,Leiden-LPA-v10,0.0023,0.3878,0.5069
lfr-n120-mu3,2,Leiden,0.0031,0.4767,0.8455
lfr-n120-mu3,3,Leiden-LPA-v10,0.0024,0.4063,0.5728
lfr-n120-mu3,3,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,4,Leiden-LPA-v10,0.0024,0.3878,0.5069
lfr-n120-mu3,4,Leiden,0.003,0.4756,0.842
lfr-n120-mu3,5,Leiden-LPA-v10,0.0023,0.3959,0.5155
lfr-n120-mu3,5,Leiden,0.0029,0.4767,0.8455
lfr-n120-mu3,6,Leiden-LPA-v10,0.0023,0.3878,0.5069
lfr-n120-mu3,6,Leiden,0.003,0.4756,0.842
lfr-n120-mu3,7,Leiden-LPA-v10,0.0023,0.3878,0.5069
lfr-n120-mu3,7,Leiden,0.003,0.4757,0.8663
lfr-n120-mu3,8,Leiden-LPA-v10,0.0023,0.3878,0.5069
lfr-n120-mu3,8,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,9,Leiden-LPA-v10,0.0023,0.3838,0.477
lfr-n120-mu3,9,Leiden,0.003,0.4757,0.8663
lfr-n120-mu5,0,Leiden-LPA-v10,0.0026,0.2375,0.2239
lfr-n120-mu5,0,Leiden,0.0039,0.282,0.2132
lfr-n120-mu5,1,Leiden-LPA-v10,0.0028,0.2483,0.2261
lfr-n120-mu5,1,Leiden,0.0037,0.2858,0.1554
lfr-n120-mu5,2,Leiden-LPA-v10,0.0027,0.237,0.1992
lfr-n120-mu5,2,Leiden,0.0041,0.2855,0.1928
lfr-n120-mu5,3,Leiden-LPA-v10,0.0026,0.2481,0.2072
lfr-n120-mu5,3,Leiden,0.0038,0.2929,0.1926
lfr-n120-mu5,4,Leiden-LPA-v10,0.0026,0.2481,0.2072
lfr-n120-mu5,4,Leiden,0.0037,0.2899,0.186
lfr-n120-mu5,5,Leiden-LPA-v10,0.0025,0.2386,0.2808
lfr-n120-mu5,5,Leiden,0.0035,0.2938,0.1798
lfr-n120-mu5,6,Leiden-LPA-v10,0.0025,0.2396,0.1941
lfr-n120-mu5,6,Leiden,0.0037,0.2859,0.1878
lfr-n120-mu5,7,Leiden-LPA-v10,0.0026,0.2345,0.1925
lfr-n120-mu5,7,Leiden,0.0036,0.2902,0.2111
lfr-n120-mu5,8,Leiden-LPA-v10,0.0026,0.2481,0.2072
lfr-n120-mu5,8,Leiden,0.0045,0.2901,0.1872
lfr-n120-mu5,9,Leiden-LPA-v10,0.0025,0.2481,0.2072
lfr-n120-mu5,9,Leiden,0.0038,0.2837,0.2096
lfr-n500-mu1,0,Leiden-LPA-v10,0.0103,0.4999,0.8105
lfr-n500-mu1,0,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu1,1,Leiden-LPA-v10,0.0099,0.4999,0.8105
lfr-n500-mu1,1,Leiden,0.0146,0.5335,0.9628
lfr-n500-mu1,2,Leiden-LPA-v10,0.0099,0.5,0.8152
lfr-n500-mu1,2,Leiden,0.0136,0.5335,0.9628
lfr-n500-mu1,3,Leiden-LPA-v10,0.0096,0.4999,0.8105
lfr-n500-mu1,3,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu1,4,Leiden-LPA-v10,0.01,0.4984,0.8043
lfr-n500-mu1,4,Leiden,0.0137,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v10,0.086,0.4999,0.8105
lfr-n500-mu1,5,Leiden,0.0153,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v10,0.01,0.4999,0.8105
lfr-n500-mu1,6,Leiden,0.0139,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v10,0.0098,0.4999,0.8105
lfr-n500-mu1,7,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v10,0.0105,0.5,0.8152
lfr-n500-mu1,8,Leiden,0.0145,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v10,0.01,0.4999,0.8105
lfr-n500-mu1,9,Leiden,0.0149,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v10,0.0108,0.3709,0.5602
lfr-n500-mu3,0,Leiden,0.0176,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v10,0.0105,0.3762,0.6223
lfr-n500-mu3,1,Leiden,0.0171,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v10,0.0103,0.37,0.5929
lfr-n500-mu3,2,Leiden,0.0177,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v10,0.0104,0.37,0.5777
lfr-n500-mu3,3,Leiden,0.0173,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v10,0.0101,0.3616,0.5573
lfr-n500-mu3,4,Leiden,0.0171,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v10,0.01,0.3621,0.5343
lfr-n500-mu3,5,Leiden,0.0179,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v10,0.0099,0.3676,0.6016
lfr-n500-mu3,6,Leiden,0.0172,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v10,0.0099,0.3726,0.5784
lfr-n500-mu3,7,Leiden,0.0164,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v10,0.01,0.3655,0.608
lfr-n500-mu3,8,Leiden,0.0169,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v10,0.0109,0.367,0.54
lfr-n500-mu3,9,Leiden,0.0184,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v10,0.0121,0.2651,0.2373
lfr-n500-mu5,0,Leiden,0.0218,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v10,0.0113,0.2886,0.2817
lfr-n500-mu5,1,Leiden,0.0205,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v10,0.0116,0.2872,0.2992
lfr-n500-mu5,2,Leiden,0.0217,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v10,0.0111,0.285,0.2739
lfr-n500-mu5,3,Leiden,0.0212,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v10,0.0105,0.291,0.2909
lfr-n500-mu5,4,Leiden,0.0241,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v10,0.0108,0.281,0.2847
lfr-n500-mu5,5,Leiden,0.0195,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v10,0.0112,0.2865,0.2738
lfr-n500-mu5,6,Leiden,0.0227,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v10,0.0111,0.2885,0.2882
lfr-n500-mu5,7,Leiden,0.0222,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v10,0.0111,0.2894,0.2594
lfr-n500-mu5,8,Leiden,0.0219,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v10,0.0111,0.2876,0.286
lfr-n500-mu5,9,Leiden,0.0221,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v10,0.1046,0.7923,0.9579
lfr-n5000-mu1,0,Leiden,0.1646,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v10,0.0986,0.7918,0.9588
lfr-n5000-mu1,1,Leiden,0.1676,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v10,0.1009,0.7918,0.9544
lfr-n5000-mu1,2,Leiden,0.1603,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v10,0.1009,0.7923,0.9565
lfr-n5000-mu1,3,Leiden,0.1766,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v10,0.0963,0.7918,0.9508
lfr-n5000-mu1,4,Leiden,0.1666,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v10,0.1403,0.7915,0.9544
lfr-n5000-mu1,5,Leiden,0.1652,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v10,0.099,0.792,0.9546
lfr-n5000-mu1,6,Leiden,0.1625,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v10,0.0983,0.7919,0.955
lfr-n5000-mu1,7,Leiden,0.1654,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v10,0.0984,0.7919,0.9586
lfr-n5000-mu1,8,Leiden,0.1647,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v10,0.1012,0.7924,0.9556
lfr-n5000-mu1,9,Leiden,0.1681,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v10,0.1383,0.5452,0.85
lfr-n5000-mu3,0,Leiden,0.226,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v10,0.119,0.5456,0.8446
lfr-n5000-mu3,1,Leiden,0.2246,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v10,0.1346,0.5465,0.8567
lfr-n5000-mu3,2,Leiden,0.2204,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v10,0.1277,0.5471,0.8496
lfr-n5000-mu3,3,Leiden,0.2291,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v10,0.122,0.5472,0.8436
lfr-n5000-mu3,4,Leiden,0.2164,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v10,0.1184,0.5455,0.8466
lfr-n5000-mu3,5,Leiden,0.2275,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v10,0.1202,0.5462,0.844
lfr-n5000-mu3,6,Leiden,0.2234,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v10,0.1194,0.5483,0.8573
lfr-n5000-mu3,7,Leiden,0.2337,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v10,0.1251,0.5434,0.833
lfr-n5000-mu3,8,Leiden,3.0178,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v10,0.1259,0.5458,0.8501
lfr-n5000-mu3,9,Leiden,0.2302,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v10,0.1535,0.2952,0.286
lfr-n5000-mu5,0,Leiden,0.2978,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v10,0.1628,0.2955,0.2759
lfr-n5000-mu5,1,Leiden,0.3001,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v10,0.1653,0.2862,0.2526
lfr-n5000-mu5,2,Leiden,0.2989,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v10,0.1554,0.3049,0.3097
lfr-n5000-mu5,3,Leiden,0.2978,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v10,0.1475,0.2979,0.287
lfr-n5000-mu5,4,Leiden,0.2942,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v10,0.1501,0.2995,0.3025
lfr-n5000-mu5,5,Leiden,0.3031,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v10,0.152,0.301,0.2964
lfr-n5000-mu5,6,Leiden,0.3036,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v10,0.1458,0.3033,0.3109
lfr-n5000-mu5,7,Leiden,0.3112,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v10,0.1479,0.2938,0.2775
lfr-n5000-mu5,8,Leiden,0.3158,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v10,0.149,0.2997,0.3026
lfr-n5000-mu5,9,Leiden,0.2865,0.3309,0.342
