Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n1000-mu5,0,Leiden,0.0473,0.3352,0.4069
lfr-n1000-mu5,1,Leiden-LPA-v3,0.0317,0.0076,0.035
lfr-n1000-mu5,1,Leiden,0.0521,0.3282,0.3919
lfr-n1000-mu5,2,Leiden-LPA-v3,0.0287,0.2435,0.257
lfr-n1000-mu5,2,Leiden,0.0493,0.3271,0.3818
lfr-n1000-mu5,3,Leiden-LPA-v3,0.0299,0.1678,0.2021
lfr-n1000-mu5,3,Leiden,0.0515,0.332,0.4106
lfr-n1000-mu5,4,Leiden-LPA-v3,0.0312,0.0042,0.0216
lfr-n1000-mu5,4,Leiden,0.0488,0.3278,0.3838
lfr-n1000-mu5,5,Leiden-LPA-v3,0.0238,0.2728,0.2618
lfr-n1000-mu5,5,Leiden,0.0488,0.3292,0.3841
lfr-n1000-mu5,6,Leiden-LPA-v3,0.0264,0.2821,0.2685
lfr-n1000-mu5,6,Leiden,0.0576,0.3248,0.3743
lfr-n1000-mu5,7,Leiden-LPA-v3,0.0337,0.27,0.2649
lfr-n1000-mu5,7,Leiden,0.0511,0.3343,0.4077
lfr-n1000-mu5,8,Leiden-LPA-v3,0.0331,0.0898,0.1645
lfr-n1000-mu5,8,Leiden,0.0556,0.318,0.3224
lfr-n1000-mu5,9,Leiden-LPA-v3,0.0284,0.2863,0.2824
lfr-n1000-mu5,9,Leiden,0.0515,0.3334,0.3696
lfr-n10000-mu1,0,Leiden-LPA-v3,0.2606,0.779,0.9471
lfr-n10000-mu1,0,Leiden,0.4437,0.7823,0.9852
lfr-n10000-mu1,1,Leiden-LPA-v3,0.2659,0.7789,0.9471
lfr-n10000-mu1,1,Leiden,0.4595,0.7823,0.985
lfr-n10000-mu1,2,Leiden-LPA-v3,0.2676,0.779,0.9471
lfr-n10000-mu1,2,Leiden,-1.1444,0.7823,0.9841
lfr-n10000-mu1,3,Leiden-LPA-v3,0.2933,0.7783,0.9436
lfr-n10000-mu1,3,Leiden,0.4675,0.7823,0.9842
lfr-n10000-mu1,4,Leiden-LPA-v3,0.2924,0.779,0.9471
lfr-n10000-mu1,4,Leiden,0.4465,0.7823,0.9866
lfr-n10000-mu1,5,Leiden-LPA-v3,0.2897,0.7789,0.9481
lfr-n10000-mu1,5,Leiden,0.4792,0.7823,0.9844
lfr-n10000-mu1,6,Leiden-LPA-v3,0.308,0.7789,0.9464
lfr-n10000-mu1,6,Leiden,0.4818,0.7823,0.9854
lfr-n10000-mu1,7,Leiden-LPA-v3,0.2638,0.7789,0.9484
lfr-n10000-mu1,7,Leiden,0.4658,0.7823,0.9853
lfr-n10000-mu1,8,Leiden-LPA-v3,0.2437,0.7788,0.9464
lfr-n10000-mu1,8,Leiden,0.442,0.7823,0.9835
lfr-n10000-mu1,9,Leiden-LPA-v3,0.243,0.7787,0.9462
lfr-n10000-mu1,9,Leiden,0.4689,0.7823,0.9844
lfr-n10000-mu3,0,Leiden-LPA-v3,0.2688,0.5773,0.7572
lfr-n10000-mu3,0,Leiden,0.5185,0.6074,0.8944
lfr-n10000-mu3,1,Leiden-LPA-v3,0.2567,0.5759,0.7495
lfr-n10000-mu3,1,Leiden,0.5268,0.6081,0.9061
lfr-n10000-mu3,2,Leiden-LPA-v3,0.2402,0.5771,0.7469
lfr-n10000-mu3,2,Leiden,0.5199,0.6085,0.9067
lfr-n10000-mu3,3,Leiden-LPA-v3,0.2571,0.5784,0.7532
lfr-n10000-mu3,3,Leiden,0.5135,0.6081,0.9026
lfr-n10000-mu3,4,Leiden-LPA-v3,0.2613,0.5793,0.7549
lfr-n10000-mu3,4,Leiden,0.504,0.6082,0.8968
lfr-n10000-mu3,5,Leiden-LPA-v3,0.2616,0.5789,0.7572
lfr-n10000-mu3,5,Leiden,0.5171,0.6082,0.9043
lfr-n10000-mu3,6,Leiden-LPA-v3,0.2626,0.5775,0.7576
lfr-n10000-mu3,6,Leiden,0.5112,0.6084,0.9051
lfr-n10000-mu3,7,Leiden-LPA-v3,0.2426,0.5778,0.7522
lfr-n10000-mu3,7,Leiden,0.5157,0.6081,0.9038
lfr-n10000-mu3,8,Leiden-LPA-v3,0.2569,0.5794,0.7522
lfr-n10000-mu3,8,Leiden,0.5124,0.6083,0.9077
lfr-n10000-mu3,9,Leiden-LPA-v3,0.2604,0.5788,0.7652
lfr-n10000-mu3,9,Leiden,0.5195,0.6082,0.9012
lfr-n10000-mu5,0,Leiden-LPA-v3,0.3904,0.1437,0.1867
lfr-n10000-mu5,0,Leiden,0.7117,0.3248,0.2927
lfr-n10000-mu5,1,Leiden-LPA-v3,0.3944,0.1014,0.139
lfr-n10000-mu5,1,Leiden,0.727,0.3191,0.2601
lfr-n10000-mu5,2,Leiden-LPA-v3,0.5038,0.283,0.2428
lfr-n10000-mu5,2,Leiden,0.7691,0.3286,0.3191
lfr-n10000-mu5,3,Leiden-LPA-v3,0.4091,0.1529,0.1921
lfr-n10000-mu5,3,Leiden,0.7223,0.3177,0.2716
lfr-n10000-mu5,4,Leiden-LPA-v3,0.447,0.2596,0.2524
lfr-n10000-mu5,4,Leiden,0.7711,0.3324,0.3437
lfr-n10000-mu5,5,Leiden-LPA-v3,0.4012,0.1779,0.2227
lfr-n10000-mu5,5,Leiden,0.7939,0.3235,0.2772
lfr-n10000-mu5,6,Leiden-LPA-v3,0.4358,0.2879,0.241
lfr-n10000-mu5,6,Leiden,0.7193,0.3248,0.2972
lfr-n10000-mu5,7,Leiden-LPA-v3,0.4093,0.2781,0.2349
lfr-n10000-mu5,7,Leiden,0.7204,0.3279,0.3075
lfr-n10000-mu5,8,Leiden-LPA-v3,0.3907,0.2789,0.2628
lfr-n10000-mu5,8,Leiden,0.6909,0.3294,0.3106
lfr-n10000-mu5,9,Leiden-LPA-v3,0.4066,0.2632,0.2578
lfr-n10000-mu5,9,Leiden,0.7183,0.3266,0.3094
lfr-n120-mu1,0,Leiden-LPA-v3,0.0035,-0.0,0.0041
lfr-n120-mu1,0,Leiden,0.0056,0.2492,0.1857
lfr-n120-mu1,1,Leiden-LPA-v3,0.0034,-0.0,0.0041
lfr-n120-mu1,1,Leiden,0.0048,0.2472,0.1493
lfr-n120-mu1,2,Leiden-LPA-v3,0.0035,-0.0,0.0041
lfr-n120-mu1,2,Leiden,0.0054,0.2556,0.1658
lfr-n120-mu1,3,Leiden-LPA-v3,0.0037,-0.0,0.0041
lfr-n120-mu1,3,Leiden,0.0048,0.2562,0.1872
lfr-n120-mu1,4,Leiden-LPA-v3,0.0033,-0.0,0.0041
lfr-n120-mu1,4,Leiden,0.0046,0.2461,0.1923
lfr-n120-mu1,5,Leiden-LPA-v3,0.0035,-0.0,0.0041
lfr-n120-mu1,5,Leiden,0.005,0.2424,0.1606
lfr-n120-mu1,6,Leiden-LPA-v3,0.0035,-0.0,0.0041
lfr-n120-mu1,6,Leiden,0.0048,0.2528,0.1555
lfr-n120-mu1,7,Leiden-LPA-v3,0.0037,-0.0,0.0041
lfr-n120-mu1,7,Leiden,0.0052,0.2521,0.1552
lfr-n120-mu1,8,Leiden-LPA-v3,0.0032,-0.0,0.0041
lfr-n120-mu1,8,Leiden,0.0048,0.2381,0.1912
lfr-n120-mu1,9,Leiden-LPA-v3,0.0034,-0.0,0.0041
lfr-n120-mu1,9,Leiden,0.0045,0.2495,0.1607
lfr-n120-mu3,0,Leiden-LPA-v3,0.0026,0.3654,0.57
lfr-n120-mu3,0,Leiden,0.0035,0.4756,0.842
lfr-n120-mu3,1,Leiden-LPA-v3,0.0026,0.3654,0.57
lfr-n120-mu3,1,Leiden,0.0033,0.4754,0.8717
lfr-n120-mu3,2,Leiden-LPA-v3,0.0027,0.3654,0.57
lfr-n120-mu3,2,Leiden,0.0034,0.4767,0.8455
lfr-n120-mu3,3,Leiden-LPA-v3,0.0025,0.3654,0.57
lfr-n120-mu3,3,Leiden,0.0035,0.4756,0.842
lfr-n120-mu3,4,Leiden-LPA-v3,0.0026,0.3654,0.57
lfr-n120-mu3,4,Leiden,0.0034,0.4756,0.842
lfr-n120-mu3,5,Leiden-LPA-v3,0.0025,0.3654,0.57
lfr-n120-mu3,5,Leiden,0.0033,0.4767,0.8455
lfr-n120-mu3,6,Leiden-LPA-v3,0.0025,0.3654,0.57
lfr-n120-mu3,6,Leiden,0.0034,0.4756,0.842
lfr-n120-mu3,7,Leiden-LPA-v3,0.0026,0.3654,0.57
lfr-n120-mu3,7,Leiden,0.0034,0.4757,0.8663
lfr-n120-mu3,8,Leiden-LPA-v3,0.0025,0.3654,0.57
lfr-n120-mu3,8,Leiden,0.0036,0.4756,0.842
lfr-n120-mu3,9,Leiden-LPA-v3,0.0025,0.3654,0.57
lfr-n120-mu3,9,Leiden,0.0034,0.4757,0.8663
lfr-n120-mu5,0,Leiden-LPA-v3,0.0028,0.0,0.0
lfr-n120-mu5,0,Leiden,0.0044,0.282,0.2132
lfr-n120-mu5,1,Leiden-LPA-v3,0.0026,0.1739,0.0555
lfr-n120-mu5,1,Leiden,0.0042,0.2858,0.1554
lfr-n120-mu5,2,Leiden-LPA-v3,0.0036,0.0,0.0
lfr-n120-mu5,2,Leiden,0.0047,0.2855,0.1928
lfr-n120-mu5,3,Leiden-LPA-v3,0.0026,0.0873,0.0634
lfr-n120-mu5,3,Leiden,0.0044,0.2929,0.1926
lfr-n120-mu5,4,Leiden-LPA-v3,0.0025,0.1739,0.0555
lfr-n120-mu5,4,Leiden,0.0042,0.2899,0.186
lfr-n120-mu5,5,Leiden-LPA-v3,0.0034,0.0,0.0
lfr-n120-mu5,5,Leiden,0.004,0.2938,0.1798
lfr-n120-mu5,6,Leiden-LPA-v3,0.0029,0.0,0.0
lfr-n120-mu5,6,Leiden,0.0042,0.2859,0.1878
lfr-n120-mu5,7,Leiden-LPA-v3,0.0027,0.0236,0.0402
lfr-n120-mu5,7,Leiden,0.0041,0.2902,0.2111
lfr-n120-mu5,8,Leiden-LPA-v3,0.0025,0.0873,0.0634
lfr-n120-mu5,8,Leiden,0.0041,0.2901,0.1872
lfr-n120-mu5,9,Leiden-LPA-v3,0.003,-0.0004,0.0146
lfr-n120-mu5,9,Leiden,0.004,0.2837,0.2096
lfr-n500-mu1,0,Leiden-LPA-v3,0.0106,0.5114,0.8474
lfr-n500-mu1,0,Leiden,0.0169,0.5335,0.9628
lfr-n500-mu1,1,Leiden-LPA-v3,0.0107,0.5114,0.8474
lfr-n500-mu1,1,Leiden,0.0171,0.5335,0.9628
lfr-n500-mu1,2,Leiden-LPA-v3,0.0105,0.5114,0.8474
lfr-n500-mu1,2,Leiden,0.0157,0.5335,0.9628
lfr-n500-mu1,3,Leiden-LPA-v3,0.0098,0.5114,0.8474
lfr-n500-mu1,3,Leiden,0.0166,0.5335,0.9628
lfr-n500-mu1,4,Leiden-LPA-v3,0.0097,0.5114,0.8474
lfr-n500-mu1,4,Leiden,0.0158,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v3,0.011,0.5114,0.8474
lfr-n500-mu1,5,Leiden,0.0174,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v3,0.0098,0.5114,0.8474
lfr-n500-mu1,6,Leiden,0.0159,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v3,0.0104,0.5114,0.8474
lfr-n500-mu1,7,Leiden,0.0167,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v3,0.01,0.5114,0.8474
lfr-n500-mu1,8,Leiden,0.0165,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v3,0.0097,0.5114,0.8474
lfr-n500-mu1,9,Leiden,0.017,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v3,0.012,0.2731,0.5182
lfr-n500-mu3,0,Leiden,0.0206,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v3,0.012,0.2122,0.4353
lfr-n500-mu3,1,Leiden,0.0203,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v3,0.0128,0.1731,0.4248
lfr-n500-mu3,2,Leiden,0.0201,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v3,0.0113,0.1723,0.4125
lfr-n500-mu3,3,Leiden,0.0203,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v3,0.0122,0.0846,0.2513
lfr-n500-mu3,4,Leiden,0.0195,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v3,0.0121,0.1237,0.3037
lfr-n500-mu3,5,Leiden,0.0206,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v3,0.011,0.2269,0.4849
lfr-n500-mu3,6,Leiden,0.0197,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v3,0.0114,0.1724,0.3794
lfr-n500-mu3,7,Leiden,0.0187,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v3,0.0118,0.1814,0.4146
lfr-n500-mu3,8,Leiden,0.019,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v3,0.0127,0.3285,0.6061
lfr-n500-mu3,9,Leiden,0.0201,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v3,0.0129,0.0024,0.0148
lfr-n500-mu5,0,Leiden,0.0243,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v3,0.0138,0.245,0.2133
lfr-n500-mu5,1,Leiden,0.0233,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v3,0.0158,0.0021,0.0116
lfr-n500-mu5,2,Leiden,0.0245,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v3,0.0105,0.2518,0.1945
lfr-n500-mu5,3,Leiden,0.0242,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v3,0.0118,0.1072,0.1738
lfr-n500-mu5,4,Leiden,0.0273,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v3,0.012,0.2834,0.2349
lfr-n500-mu5,5,Leiden,0.0223,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v3,0.0118,0.2337,0.1913
lfr-n500-mu5,6,Leiden,0.0245,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v3,0.0126,0.2274,0.1693
lfr-n500-mu5,7,Leiden,0.0246,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v3,0.0117,0.2659,0.2069
lfr-n500-mu5,8,Leiden,0.0251,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v3,0.0111,0.2455,0.2002
lfr-n500-mu5,9,Leiden,0.025,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v3,0.0935,0.7867,0.9166
lfr-n5000-mu1,0,Leiden,0.1859,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v3,0.1567,0.7879,0.9225
lfr-n5000-mu1,1,Leiden,0.1874,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v3,0.0948,0.7881,0.924
lfr-n5000-mu1,2,Leiden,0.1795,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v3,0.0964,0.7882,0.9245
lfr-n5000-mu1,3,Leiden,0.199,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v3,0.0967,0.7878,0.9203
lfr-n5000-mu1,4,Leiden,0.1885,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v3,0.0931,0.7879,0.9234
lfr-n5000-mu1,5,Leiden,0.1834,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v3,0.0926,0.7854,0.9133
lfr-n5000-mu1,6,Leiden,0.1798,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v3,0.0945,0.7875,0.9191
lfr-n5000-mu1,7,Leiden,0.1858,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v3,0.0943,0.786,0.914
lfr-n5000-mu1,8,Leiden,0.1836,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v3,0.0935,0.7871,0.9175
lfr-n5000-mu1,9,Leiden,0.1818,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v3,0.1318,0.5522,0.8446
lfr-n5000-mu3,0,Leiden,0.2463,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v3,0.1218,0.5526,0.8494
lfr-n5000-mu3,1,Leiden,0.2381,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v3,0.1278,0.5502,0.8381
lfr-n5000-mu3,2,Leiden,0.256,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v3,0.1375,0.5492,0.8301
lfr-n5000-mu3,3,Leiden,0.2661,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v3,0.1233,0.5477,0.8301
lfr-n5000-mu3,4,Leiden,0.2594,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v3,0.1288,0.5522,0.8445
lfr-n5000-mu3,5,Leiden,0.2478,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v3,0.1335,0.551,0.8411
lfr-n5000-mu3,6,Leiden,0.2459,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v3,0.1224,0.5506,0.8351
lfr-n5000-mu3,7,Leiden,0.2408,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v3,0.1748,0.5493,0.8338
lfr-n5000-mu3,8,Leiden,0.2378,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v3,0.1404,0.553,0.8519
lfr-n5000-mu3,9,Leiden,0.2461,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v3,0.1683,0.3023,0.267
lfr-n5000-mu5,0,Leiden,0.3158,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v3,0.1788,0.3095,0.3027
lfr-n5000-mu5,1,Leiden,0.3171,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v3,0.1511,0.3033,0.2951
lfr-n5000-mu5,2,Leiden,0.3158,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v3,0.1421,0.3044,0.2856
lfr-n5000-mu5,3,Leiden,0.3054,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v3,0.1637,0.2947,0.2714
lfr-n5000-mu5,4,Leiden,0.309,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v3,0.1772,0.3019,0.2834
lfr-n5000-mu5,5,Leiden,0.3138,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v3,0.1543,0.3075,0.2799
lfr-n5000-mu5,6,Leiden,0.3165,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v3,0.1664,0.3021,0.2924
lfr-n5000-mu5,7,Leiden,0.3249,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v3,0.1751,0.2956,0.2782
lfr-n5000-mu5,8,Leiden,0.3385,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v3,0.1534,0.3084,0.2834
lfr-n5000-mu5,9,Leiden,0.3014,0.3309,0.342
