Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n10000-mu5,0,Leiden-LPA-v8,1.4702,0.2251,0.235
lfr-n10000-mu5,0,Leiden,0.6371,0.3248,0.2927
lfr-n10000-mu5,1,Leiden-LPA-v8,1.5644,0.2224,0.2195
lfr-n10000-mu5,1,Leiden,0.6612,0.3191,0.2601
lfr-n10000-mu5,2,Leiden-LPA-v8,1.5936,0.2187,0.2186
lfr-n10000-mu5,2,Leiden,0.6365,0.3286,0.3191
lfr-n10000-mu5,3,Leiden-LPA-v8,1.5854,0.2229,0.224
lfr-n10000-mu5,3,Leiden,0.6415,0.3177,0.2716
lfr-n10000-mu5,4,Leiden-LPA-v8,1.486,0.2215,0.2157
lfr-n10000-mu5,4,Leiden,0.6686,0.3324,0.3437
lfr-n10000-mu5,5,Leiden-LPA-v8,1.5025,0.2261,0.2172
lfr-n10000-mu5,5,Leiden,0.7136,0.3235,0.2772
lfr-n10000-mu5,6,Leiden-LPA-v8,1.2783,0.2247,0.2272
lfr-n10000-mu5,6,Leiden,0.6316,0.3248,0.2972
lfr-n10000-mu5,7,Leiden-LPA-v8,1.5159,0.2233,0.2377
lfr-n10000-mu5,7,Leiden,0.6261,0.3279,0.3075
lfr-n10000-mu5,8,Leiden-LPA-v8,1.2892,0.2264,0.2396
lfr-n10000-mu5,8,Leiden,0.613,0.3294,0.3106
lfr-n10000-mu5,9,Leiden-LPA-v8,1.6719,0.2209,0.2159
lfr-n10000-mu5,9,Leiden,0.6125,0.3266,0.3094
lfr-n120-mu1,0,Leiden-LPA-v8,0.007,0.0,0.0
lfr-n120-mu1,0,Leiden,0.0044,0.2492,0.1857
lfr-n120-mu1,1,Leiden-LPA-v8,0.0083,0.0,0.0
lfr-n120-mu1,1,Leiden,0.0043,0.2472,0.1493
lfr-n120-mu1,2,Leiden-LPA-v8,0.0068,0.0,0.0
lfr-n120-mu1,2,Leiden,0.0041,0.2556,0.1658
lfr-n120-mu1,3,Leiden-LPA-v8,0.0081,0.0,0.0
lfr-n120-mu1,3,Leiden,0.0041,0.2562,0.1872
lfr-n120-mu1,4,Leiden-LPA-v8,0.008,0.0,0.0
lfr-n120-mu1,4,Leiden,0.0039,0.2461,0.1923
lfr-n120-mu1,5,Leiden-LPA-v8,0.007,0.0,0.0
lfr-n120-mu1,5,Leiden,0.0043,0.2424,0.1606
lfr-n120-mu1,6,Leiden-LPA-v8,0.0079,0.0,0.0
lfr-n120-mu1,6,Leiden,0.004,0.2528,0.1555
lfr-n120-mu1,7,Leiden-LPA-v8,0.0067,0.0,0.0
lfr-n120-mu1,7,Leiden,0.0044,0.2521,0.1552
lfr-n120-mu1,8,Leiden-LPA-v8,0.0079,0.0,0.0
lfr-n120-mu1,8,Leiden,0.0041,0.2381,0.1912
lfr-n120-mu1,9,Leiden-LPA-v8,0.0066,0.0,0.0
lfr-n120-mu1,9,Leiden,0.0039,0.2495,0.1607
lfr-n120-mu3,0,Leiden-LPA-v8,0.0091,0.2346,0.4716
lfr-n120-mu3,0,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,1,Leiden-LPA-v8,0.0086,0.2346,0.4716
lfr-n120-mu3,1,Leiden,0.003,0.4754,0.8717
lfr-n120-mu3,2,Leiden-LPA-v8,0.0086,0.2346,0.4716
lfr-n120-mu3,2,Leiden,0.0029,0.4767,0.8455
lfr-n120-mu3,3,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,3,Leiden,0.003,0.4756,0.842
lfr-n120-mu3,4,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,4,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,5,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,5,Leiden,0.0029,0.4767,0.8455
lfr-n120-mu3,6,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,6,Leiden,0.0029,0.4756,0.842
lfr-n120-mu3,7,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,7,Leiden,0.003,0.4757,0.8663
lfr-n120-mu3,8,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,8,Leiden,0.0031,0.4756,0.842
lfr-n120-mu3,9,Leiden-LPA-v8,0.0085,0.2346,0.4716
lfr-n120-mu3,9,Leiden,0.0029,0.4757,0.8663
lfr-n120-mu5,0,Leiden-LPA-v8,0.008,0.0055,0.0125
lfr-n120-mu5,0,Leiden,0.0039,0.282,0.2132
lfr-n120-mu5,1,Leiden-LPA-v8,0.0068,0.0135,0.0169
lfr-n120-mu5,1,Leiden,0.0037,0.2858,0.1554
lfr-n120-mu5,2,Leiden-LPA-v8,0.0079,0.0059,0.0115
lfr-n120-mu5,2,Leiden,0.0041,0.2855,0.1928
lfr-n120-mu5,3,Leiden-LPA-v8,0.0068,0.0192,0.0201
lfr-n120-mu5,3,Leiden,0.0038,0.2929,0.1926
lfr-n120-mu5,4,Leiden-LPA-v8,0.0078,0.0059,0.0115
lfr-n120-mu5,4,Leiden,0.004,0.2899,0.186
lfr-n120-mu5,5,Leiden-LPA-v8,0.0077,0.0055,0.0125
lfr-n120-mu5,5,Leiden,0.0035,0.2938,0.1798
lfr-n120-mu5,6,Leiden-LPA-v8,0.0077,0.0055,0.0125
lfr-n120-mu5,6,Leiden,0.0037,0.2859,0.1878
lfr-n120-mu5,7,Leiden-LPA-v8,0.0066,0.0192,0.0201
lfr-n120-mu5,7,Leiden,0.0035,0.2902,0.2111
lfr-n120-mu5,8,Leiden-LPA-v8,0.0077,0.0055,0.0125
lfr-n120-mu5,8,Leiden,0.0036,0.2901,0.1872
lfr-n120-mu5,9,Leiden-LPA-v8,0.0072,0.0135,0.0169
lfr-n120-mu5,9,Leiden,0.0035,0.2837,0.2096
lfr-n500-mu1,0,Leiden-LPA-v8,0.034,0.4176,0.6072
lfr-n500-mu1,0,Leiden,0.0148,0.5335,0.9628
lfr-n500-mu1,1,Leiden-LPA-v8,0.0337,0.4187,0.6075
lfr-n500-mu1,1,Leiden,0.0148,0.5335,0.9628
lfr-n500-mu1,2,Leiden-LPA-v8,0.0334,0.4291,0.6374
lfr-n500-mu1,2,Leiden,0.0135,0.5335,0.9628
lfr-n500-mu1,3,Leiden-LPA-v8,0.0335,0.4187,0.6075
lfr-n500-mu1,3,Leiden,0.0144,0.5335,0.9628
lfr-n500-mu1,4,Leiden-LPA-v8,0.0336,0.4187,0.6075
lfr-n500-mu1,4,Leiden,0.0136,0.5335,0.9628
lfr-n500-mu1,5,Leiden-LPA-v8,0.0334,0.4176,0.6072
lfr-n500-mu1,5,Leiden,0.0151,0.5335,0.9628
lfr-n500-mu1,6,Leiden-LPA-v8,0.0337,0.4176,0.6072
lfr-n500-mu1,6,Leiden,0.0138,0.5335,0.9628
lfr-n500-mu1,7,Leiden-LPA-v8,0.0339,0.4187,0.6075
lfr-n500-mu1,7,Leiden,0.0147,0.5335,0.9628
lfr-n500-mu1,8,Leiden-LPA-v8,0.0337,0.4187,0.6075
lfr-n500-mu1,8,Leiden,0.0144,0.5335,0.9628
lfr-n500-mu1,9,Leiden-LPA-v8,0.0336,0.4176,0.6072
lfr-n500-mu1,9,Leiden,0.0153,0.5335,0.9628
lfr-n500-mu3,0,Leiden-LPA-v8,0.039,0.1272,0.2715
lfr-n500-mu3,0,Leiden,0.0176,0.4432,0.8663
lfr-n500-mu3,1,Leiden-LPA-v8,0.0388,0.1034,0.273
lfr-n500-mu3,1,Leiden,0.017,0.4429,0.8521
lfr-n500-mu3,2,Leiden-LPA-v8,0.0387,0.1135,0.2896
lfr-n500-mu3,2,Leiden,0.0174,0.4375,0.8298
lfr-n500-mu3,3,Leiden-LPA-v8,0.0385,0.0931,0.2625
lfr-n500-mu3,3,Leiden,0.0171,0.4436,0.8563
lfr-n500-mu3,4,Leiden-LPA-v8,0.0447,0.089,0.246
lfr-n500-mu3,4,Leiden,0.0167,0.4433,0.8731
lfr-n500-mu3,5,Leiden-LPA-v8,0.0383,0.0869,0.2317
lfr-n500-mu3,5,Leiden,0.0179,0.4397,0.8395
lfr-n500-mu3,6,Leiden-LPA-v8,0.0454,0.0953,0.2449
lfr-n500-mu3,6,Leiden,0.0173,0.4436,0.8755
lfr-n500-mu3,7,Leiden-LPA-v8,0.0395,0.1105,0.2755
lfr-n500-mu3,7,Leiden,0.0164,0.4442,0.8799
lfr-n500-mu3,8,Leiden-LPA-v8,0.0396,0.1093,0.2869
lfr-n500-mu3,8,Leiden,0.0168,0.4416,0.8722
lfr-n500-mu3,9,Leiden-LPA-v8,0.0444,0.09,0.2359
lfr-n500-mu3,9,Leiden,0.0175,0.4443,0.8747
lfr-n500-mu5,0,Leiden-LPA-v8,0.0388,0.2016,0.2436
lfr-n500-mu5,0,Leiden,0.0224,0.312,0.2724
lfr-n500-mu5,1,Leiden-LPA-v8,0.0383,0.2094,0.2491
lfr-n500-mu5,1,Leiden,0.0203,0.3147,0.2792
lfr-n500-mu5,2,Leiden-LPA-v8,0.0423,0.187,0.2081
lfr-n500-mu5,2,Leiden,0.0213,0.3054,0.3067
lfr-n500-mu5,3,Leiden-LPA-v8,0.0474,0.2008,0.259
lfr-n500-mu5,3,Leiden,0.021,0.3098,0.287
lfr-n500-mu5,4,Leiden-LPA-v8,0.03,0.2129,0.2245
lfr-n500-mu5,4,Leiden,0.0237,0.3101,0.2817
lfr-n500-mu5,5,Leiden-LPA-v8,0.03,0.0902,0.156
lfr-n500-mu5,5,Leiden,0.0193,0.3166,0.2976
lfr-n500-mu5,6,Leiden-LPA-v8,0.0356,0.2189,0.2405
lfr-n500-mu5,6,Leiden,0.0212,0.3017,0.243
lfr-n500-mu5,7,Leiden-LPA-v8,0.0361,0.2074,0.2573
lfr-n500-mu5,7,Leiden,0.0215,0.3125,0.2993
lfr-n500-mu5,8,Leiden-LPA-v8,0.0359,0.199,0.2608
lfr-n500-mu5,8,Leiden,0.0216,0.31,0.2615
lfr-n500-mu5,9,Leiden-LPA-v8,0.0414,0.1662,0.2116
lfr-n500-mu5,9,Leiden,0.022,0.307,0.2567
lfr-n5000-mu1,0,Leiden-LPA-v8,0.4447,0.7676,0.8812
lfr-n5000-mu1,0,Leiden,0.1609,0.7955,0.9801
lfr-n5000-mu1,1,Leiden-LPA-v8,0.4517,0.7706,0.8925
lfr-n5000-mu1,1,Leiden,0.1659,0.7954,0.9776
lfr-n5000-mu1,2,Leiden-LPA-v8,0.4279,0.77,0.8885
lfr-n5000-mu1,2,Leiden,0.169,0.7955,0.9815
lfr-n5000-mu1,3,Leiden-LPA-v8,0.4416,0.771,0.8935
lfr-n5000-mu1,3,Leiden,0.179,0.7954,0.9782
lfr-n5000-mu1,4,Leiden-LPA-v8,0.4325,0.77,0.888
lfr-n5000-mu1,4,Leiden,0.1668,0.7955,0.9815
lfr-n5000-mu1,5,Leiden-LPA-v8,0.4418,0.77,0.8903
lfr-n5000-mu1,5,Leiden,0.1628,0.7955,0.9801
lfr-n5000-mu1,6,Leiden-LPA-v8,0.4478,0.7701,0.8904
lfr-n5000-mu1,6,Leiden,0.1633,0.7955,0.9815
lfr-n5000-mu1,7,Leiden-LPA-v8,0.4326,0.7707,0.892
lfr-n5000-mu1,7,Leiden,0.1697,0.7955,0.9815
lfr-n5000-mu1,8,Leiden-LPA-v8,0.4274,0.7709,0.8923
lfr-n5000-mu1,8,Leiden,0.163,0.7955,0.9815
lfr-n5000-mu1,9,Leiden-LPA-v8,0.4497,0.7706,0.8895
lfr-n5000-mu1,9,Leiden,0.1744,0.7955,0.9815
lfr-n5000-mu3,0,Leiden-LPA-v8,0.4776,0.4806,0.6752
lfr-n5000-mu3,0,Leiden,2.4202,0.5666,0.9533
lfr-n5000-mu3,1,Leiden-LPA-v8,0.5787,0.4789,0.6752
lfr-n5000-mu3,1,Leiden,0.2073,0.5667,0.948
lfr-n5000-mu3,2,Leiden-LPA-v8,0.5683,0.4796,0.6729
lfr-n5000-mu3,2,Leiden,0.22,0.5667,0.9528
lfr-n5000-mu3,3,Leiden-LPA-v8,0.4945,0.4794,0.6678
lfr-n5000-mu3,3,Leiden,0.2227,0.5662,0.9468
lfr-n5000-mu3,4,Leiden-LPA-v8,0.4835,0.4791,0.679
lfr-n5000-mu3,4,Leiden,0.2133,0.5667,0.9482
lfr-n5000-mu3,5,Leiden-LPA-v8,0.561,0.4804,0.6749
lfr-n5000-mu3,5,Leiden,0.2214,0.5667,0.948
lfr-n5000-mu3,6,Leiden-LPA-v8,0.5016,0.4807,0.6689
lfr-n5000-mu3,6,Leiden,0.2158,0.5641,0.9413
lfr-n5000-mu3,7,Leiden-LPA-v8,0.4962,0.4796,0.678
lfr-n5000-mu3,7,Leiden,0.2099,0.5668,0.948
lfr-n5000-mu3,8,Leiden-LPA-v8,0.5467,0.4789,0.6713
lfr-n5000-mu3,8,Leiden,0.2182,0.5667,0.9487
lfr-n5000-mu3,9,Leiden-LPA-v8,0.4981,0.4771,0.6592
lfr-n5000-mu3,9,Leiden,0.2162,0.566,0.948
lfr-n5000-mu5,0,Leiden-LPA-v8,0.511,0.2487,0.2667
lfr-n5000-mu5,0,Leiden,0.2772,0.3267,0.3334
lfr-n5000-mu5,1,Leiden-LPA-v8,0.577,0.2552,0.3025
lfr-n5000-mu5,1,Leiden,0.2915,0.3253,0.3244
lfr-n5000-mu5,2,Leiden-LPA-v8,0.5996,0.251,0.2745
lfr-n5000-mu5,2,Leiden,0.2944,0.3309,0.3274
lfr-n5000-mu5,3,Leiden-LPA-v8,0.7052,0.2526,0.2926
lfr-n5000-mu5,3,Leiden,0.2892,0.326,0.3161
lfr-n5000-mu5,4,Leiden-LPA-v8,0.6627,0.2478,0.2599
lfr-n5000-mu5,4,Leiden,0.2911,0.3312,0.3819
lfr-n5000-mu5,5,Leiden-LPA-v8,0.5668,0.2518,0.2783
lfr-n5000-mu5,5,Leiden,0.2837,0.3282,0.3351
lfr-n5000-mu5,6,Leiden-LPA-v8,0.505,0.2499,0.2859
lfr-n5000-mu5,6,Leiden,0.2821,0.3282,0.3323
lfr-n5000-mu5,7,Leiden-LPA-v8,0.4913,0.2489,0.2879
lfr-n5000-mu5,7,Leiden,0.2865,0.3293,0.3328
lfr-n5000-mu5,8,Leiden-LPA-v8,0.4958,0.2508,0.2708
lfr-n5000-mu5,8,Leiden,0.2981,0.3203,0.2946
lfr-n5000-mu5,9,Leiden-LPA-v8,0.5074,0.2476,0.2726
lfr-n5000-mu5,9,Leiden,0.2684,0.3309,0.342
